EMPLOYER_ADDRESS_1,EMPLOYER_ADDRESS_2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,Address,geocoded
97B Main Street,,South Boston,VA,24592,97B Main Street South Boston VA 24592,"(36.6951117, -78.900723)"
11110 S. Riverside Parkway,,Tulsa,OK,74037,11110 S. Riverside Parkway Tulsa OK 74037,"(36.00138, -95.943636)"
2252 Sunnyside Road,,Idaho Falls,ID,83402,2252 Sunnyside Road Idaho Falls ID 83402,"(43.46778, -111.985298)"
P.O. Box 612,"1030 Victory Trail Rd, Gaffney SC 29340",Lewiston,NY,14092,P.O. Box 612 Lewiston NY 14092,"(43.1725552, -79.0358782)"
307 Cotton Row Suite 1,,Cleveland,MS,38732,307 Cotton Row Suite 1 Cleveland MS 38732,"(33.7464484, -90.7218972)"
P.O. Box 1582,716 Lucas St.,Columbus,NM,88029,P.O. Box 1582 Columbus NM 88029,"(31.8282513, -107.6451124)"
230 Artall Road,P O Box 534 Melville LA 71353 (Mailing),Melville,LA,71353,230 Artall Road Melville LA 71353,"(30.642282, -91.755748)"
2359 Hwy 360,,Palmetto,LA,71358,2359 Hwy 360 Palmetto LA 71358,"(30.7586921, -91.85122609999999)"
301 S Weir Ave,,Bunkie,LA,71322,301 S Weir Ave Bunkie LA 71322,"(30.95142229999999, -92.19500479999999)"
4550 109th Ave. NE,,Lakota,ND,58344,4550 109th Ave. NE Lakota ND 58344,"(48.07221639999999, -98.26018049999999)"
2303 Davis Brothers Dairy,,Philadelphia,TN,37846,2303 Davis Brothers Dairy Philadelphia TN 37846,"(35.6795198, -84.40381479999999)"
1101 Liberal,,Dalhart,TX,79022,1101 Liberal Dalhart TX 79022,"(36.074352, -102.5079575)"
2925 Beulah Road,2925 Beulah Road,Juntura,CO,97911,2925 Beulah Road Juntura CO 97911,"(43.8552281, -118.160587)"
7528 South 5600 West,"6199 South 2800 West, Spanish Fork, UT 84660",Payson,UT,84651,7528 South 5600 West Payson UT 84651,"(40.0940895, -111.7881031)"
1240 SWAN RD,,SEDALIA,KY,42079,1240 SWAN RD SEDALIA KY 42079,"(36.555041, -88.555768)"
179 West 100 South ,"PO Box 336, Ephraim, UT, 84627",Ephraim,UT,84627,179 West 100 South  Ephraim UT 84627,"(39.3577923, -111.5914063)"
3932 West 175 South,3932 West 175 South,Cedar City,UT,84720,3932 West 175 South Cedar City UT 84720,"(37.67478070000001, -113.1304057)"
30819 West Hwy 212,"305 W Commercial Ave, Gettysburg, SD 57442, Potter County (M",Gettysburg,SD,57442,30819 West Hwy 212 Gettysburg SD 57442,"(45.0116474, -99.95567280000002)"
2575 Euclid Ave,,Wenatchee,WA,98801,2575 Euclid Ave Wenatchee WA 98801,"(47.4641079, -120.3231577)"
547 Shaw Rd.,P.O. Box 69,Wauchula,FL,33873,547 Shaw Rd. Wauchula FL 33873,"(27.5739525, -81.658278)"
128 South 100 West,128 South 100 West,Cedar City,UT,84720,128 South 100 West Cedar City UT 84720,"(37.6751314, -113.0638156)"
795 S West Roundvalley Dr.,"PO Box 67, Laketown, UT, 84038",Laketown,UT,84038,795 S West Roundvalley Dr. Laketown UT 84038,"(41.8254547, -111.330348)"
13244 Highway 14,,Coalmont,CO,80430,13244 Highway 14 Coalmont CO 80430,"(40.4458992, -106.4451435)"
1775 12 Road,"1775 12 Road, Loma, CO, 81524",Loma,CO,81524,1775 12 Road Loma CO 81524,"(39.2630193, -108.8314642)"
 1974 Ismay Rd. So.,,Ismay,MT,59336, 1974 Ismay Rd. So. Ismay MT 59336,"(46.15567, -104.739394)"
5810 Harmon Rd,,Copperas Cove,TX,76522,5810 Harmon Rd Copperas Cove TX 76522,"(31.2872077, -98.0067653)"
602 Laura Hill Road,"Mailing: P.O. Box 247  O'Fallon, MO  63366",O'Fallon,MO,63366,602 Laura Hill Road O'Fallon MO 63366,"(38.7809197, -90.69798809999999)"
204 4th Ave. W.,PO Box 792,Scobey,MT,59263,204 4th Ave. W. Scobey MT 59263,"(48.7891661, -105.4221946)"
1801 South Lincoln,PO Box 199,Jerome,ID,83338,1801 South Lincoln Jerome ID 83338,"(42.7062265, -114.5190706)"
7810 Highway 287,"2910 Colter Avenue Bozeman, MT 59715",Townsend,MT,59644,7810 Highway 287 Townsend MT 59644,"(46.3120334, -111.5189564)"
1260 North 400 East,,Shelley,ID,83274,1260 North 400 East Shelley ID 83274,"(43.3749098, -112.2039453)"
817 Upper Bellbrook Rd.,,Xenia,OH,45385,817 Upper Bellbrook Rd. Xenia OH 45385,"(39.6815437, -83.9660875)"
1972 North Co Rd 42,,Gibsonburg,OH,43431,1972 North Co Rd 42 Gibsonburg OH 43431,"(41.3955472, -83.33915309999999)"
PO Box 207,300 Park Rd,Inman,SC,29349,PO Box 207 Inman SC 29349,"(35.0470617, -82.0901088)"
816 Waverly Avenue,,Holtsville,NY,11742,816 Waverly Avenue Holtsville NY 11742,"(40.7986903, -73.0443787)"
81965 Lincton Mountain Road,,Milton Freewater,OR,97862,81965 Lincton Mountain Road Milton Freewater OR 97862,"(45.8965497, -118.3227642)"
27 Lafayette 172,,Stamps,AR,71860,27 Lafayette 172 Stamps AR 71860,"(33.3696088, -93.4839291)"
2513 Freyou Rd.,,New Iberia,LA,70760,2513 Freyou Rd. New Iberia LA 70760,"(29.9523046, -91.79211699999999)"
2030 Walsh Drive,"2030 Walsh Drive, Casper WY 82601(Mailing Address)",Casper,WY,82601,2030 Walsh Drive Casper WY 82601,"(42.8299376, -106.2757054)"
104 Gateway Drive,,Lafayette,LA,70506,104 Gateway Drive Lafayette LA 70506,"(30.1676485, -92.09642799999999)"
2779 Napa Valley Corporate Drive,,Napa,CA,94558,2779 Napa Valley Corporate Drive Napa CA 94558,"(38.2470041, -122.276399)"
1018 PRESTON BROUSSARD ROAD,,ARNAUDVILLE,LA,70512,1018 PRESTON BROUSSARD ROAD ARNAUDVILLE LA 70512,"(30.35203319999999, -91.893917)"
1330 North Ave. E,,Crowley,LA,70526,1330 North Ave. E Crowley LA 70526,"(30.2218043, -92.38014729999999)"
414 Aviation Blvd.,,Santa Rosa,CA,95403,414 Aviation Blvd. Santa Rosa CA 95403,"(38.512505, -122.785857)"
3 MI NO. OF DILLON ON HWY 41,,DILLON,MT,59725,3 MI NO. OF DILLON ON HWY 41 DILLON MT 59725,"(45.2311057, -112.62438)"
22061 Robertson Lane,,Ponchatoula,LA,70454,22061 Robertson Lane Ponchatoula LA 70454,"(30.4688452, -90.36366029999999)"
204 Express Lane,,Leslie,AR,72645,204 Express Lane Leslie AR 72645,"(35.71058, -92.69597300000001)"
14342 New Genessee Rd,,Tickfaw,LA,70466,14342 New Genessee Rd Tickfaw LA 70466,"(30.5627947, -90.4887559)"
1050 Youth Haven Rd,,Seguin,TX,78155,1050 Youth Haven Rd Seguin TX 78155,"(29.5099676, -97.82547129999999)"
16670 SR 60,"Mailing: P.O. Box 13, Beverly, OH  45715",Lowell,OH,45744,16670 SR 60 Lowell OH 45744,"(39.5600421, -81.5861609)"
1815 W. Gentile,,Layton,UT,84041,1815 W. Gentile Layton UT 84041,"(41.0588089, -111.9991517)"
5601 FM 281,,Dumas,TX,79029,5601 FM 281 Dumas TX 79029,"(35.8653789, -101.9732236)"
6888 Sunflower School Rd,,Clarksdale,MS,38614,6888 Sunflower School Rd Clarksdale MS 38614,"(34.0597851, -90.5936971)"
1465 Hwy 67,,Hoxie,AR,72433,1465 Hwy 67 Hoxie AR 72433,"(35.9807739, -91.0246839)"
1996 CR 348,,Concan,TX,78838,1996 CR 348 Concan TX 78838,"(29.50149369999999, -99.72148829999999)"
1833 Pieper Rd. ,,New Braunfels,TX,78130,1833 Pieper Rd.  New Braunfels TX 78130,"(29.672506, -98.030768)"
P.O. Box 900,4949 FM 2855,Katy,TX,77493,P.O. Box 900 Katy TX 77493,"(29.8684561, -95.8353837)"
23786 370th Ave,"14991 State Hwy 11, Greenbush, MN  56726",Roseau,MN,56751,23786 370th Ave Roseau MN 56751,"(48.7434784, -95.810392)"
5820 Lawyers Rd East ,,Marshville ,NC,28103,5820 Lawyers Rd East  Marshville  NC 28103,"(35.0346919, -80.40762819999999)"
10 William Tyler Road Hwy 115,,Deville,LA,71328,10 William Tyler Road Hwy 115 Deville LA 71328,"(31.308237, -92.15821199999999)"
2578 CR 715,,Buna,TX,77612,2578 CR 715 Buna TX 77612,"(30.452438, -94.01284249999999)"
4405 Highway 251 ,,POPLAR ,MT,59255,4405 Highway 251  POPLAR  MT 59255,"(48.3604037, -105.0832753)"
468 Breezy Point Lane ,,Malta ,MN,59538,468 Breezy Point Lane  Malta  MN 59538,"(48.3458152, -107.8821501)"
7945 104th st NW ,,Flaxton,ND,58737,7945 104th st NW  Flaxton ND 58737,"(48.9244782, -102.4460736)"
9439 88th St SE,,Fullerton,ND,58441,9439 88th St SE Fullerton ND 58441,"(46.1395804, -98.4167274)"
24564 Fayard Road,P O Box 35 Springfield LA 70462 (Mailing),Holden,LA,70744,24564 Fayard Road Holden LA 70744,"(30.4243513, -90.5816978)"
38735 108th St,,Frederick,SD,57441,38735 108th St Frederick SD 57441,"(45.8209172, -98.4911523)"
1089 CR 285,,Gideon,MO,63848,1089 CR 285 Gideon MO 63848,"(36.4520057, -89.9192558)"
302 Phillips 321,"25035 Hwy 20W, Elaine, AR 72333",West Helena,AR,72390,302 Phillips 321 West Helena AR 72390,"(34.5517264, -90.7275633)"
760  111th Ave SE,"930  115th Ave SE, Hannaford, ND 58448, Griggs County (Mail)",Hannaford,ND,58448,760  111th Ave SE Hannaford ND 58448,"(47.3048999, -98.15151469999999)"
134 Currey Rd,,Hollandale,MS,38748,134 Currey Rd Hollandale MS 38748,"(33.1665269, -90.9905792)"
515 East 2nd Avenue,P.O. Box 337,St. John,KS,67576,515 East 2nd Avenue St. John KS 67576,"(38.0007164, -98.7553877)"
109 S Court St ,,Sumner,MS,38957,109 S Court St  Sumner MS 38957,"(33.9711842, -90.3692818)"
2039 Hwy 450,,Greenville,MS,38703,2039 Hwy 450 Greenville MS 38703,"(33.558112, -90.905757)"
422 Old Silver City Road,,Belzoni,MS,39038,422 Old Silver City Road Belzoni MS 39038,"(33.1711818, -90.4925903)"
115 N. Decatur Ave. ,,Norcatur,KS,67653,115 N. Decatur Ave.  Norcatur KS 67653,"(39.837846, -100.19002)"
5165 Old Hwy 63 North,,Lucedale,MS,39453,5165 Old Hwy 63 North Lucedale MS 39453,"(30.9957045, -88.5398627)"
5165 Old Hwy 63 North,,Lucedale,MS,39452,5165 Old Hwy 63 North Lucedale MS 39452,"(30.9957045, -88.5398627)"
10518 U.S. Hwy 87 N,,Fredericksburg,TX,78624,10518 U.S. Hwy 87 N Fredericksburg TX 78624,"(30.1391288, -98.90665519999999)"
2620 FM 2200,,Devine,TN,78016,2620 FM 2200 Devine TN 78016,"(29.1385914, -98.9912901)"
1529 Soileau Rd,,Eunice,LA,70535,1529 Soileau Rd Eunice LA 70535,"(30.530372, -92.404006)"
3747 S 21000 W,,Holbrook,ID,83243,3747 S 21000 W Holbrook ID 83243,"(42.1272368, -112.6558763)"
11262 Hwy 49,2856 Hwy 49,Poplar Grove,AR,72374,11262 Hwy 49 Poplar Grove AR 72374,"(34.5562791, -90.85868909999999)"
19213 Hwy 17,"Mailing: 7701 Hwy 146, Holly Grove, AR 72069",Holly Grove,AR,72069,19213 Hwy 17 Holly Grove AR 72069,"(34.6464007, -91.19893019999999)"
5753 Hwy 91,,Donalsonville,GA,39845,5753 Hwy 91 Donalsonville GA 39845,"(31.0125323, -84.911762)"
7835 Private Road 2572,,Quinlan,TX,75474,7835 Private Road 2572 Quinlan TX 75474,"(32.9107357, -96.2134363)"
7925 Mopac Rd,,Brinkley,AR,72021,7925 Mopac Rd Brinkley AR 72021,"(34.7903599, -91.1599832)"
1531 FM 2369,,Uvalde,TX,78801,1531 FM 2369 Uvalde TX 78801,"(29.2368177, -99.81380229999999)"
3171 W Hwy 96,,Scott City,KS,67871,3171 W Hwy 96 Scott City KS 67871,"(38.4831808, -100.8984774)"
102 Main Street ,,Itta Bena,MS,38641,102 Main Street  Itta Bena MS 38641,"(33.4942011, -90.32128089999999)"
689 LENSING LANE,,LAKE PROVIDENCE,LA,71254,689 LENSING LANE LAKE PROVIDENCE LA 71254,"(32.8387554, -91.2006839)"
5073 Willis Rd.,,Tutwiler,MS,38963,5073 Willis Rd. Tutwiler MS 38963,"(34.0240843, -90.60291389999999)"
9641 57th Ave NE.,,Perth,ND,58363,9641 57th Ave NE. Perth ND 58363,"(48.80292980000001, -99.460498)"
6745 HWY 49 S,,PARAGOULD,AR,72450,6745 HWY 49 S PARAGOULD AR 72450,"(35.9795024, -90.5470739)"
3459 Cleve-Mass Rd,,Norton ,OH,44203,3459 Cleve-Mass Rd Norton  OH 44203,"(41.142, -81.63841)"
2628 Erickson Road,,Yazoo City,MS,39194,2628 Erickson Road Yazoo City MS 39194,"(32.913282, -90.533461)"
13264 336th Ave,,Roscoe,SD,57471,13264 336th Ave Roscoe SD 57471,"(45.4528056, -99.4617004)"
2313 Paragoud Blvd.,"P.O. Box 912, Tallulah, Madison Parish County, LA 71284-0912",Monroe,LA,71201,2313 Paragoud Blvd. Monroe LA 71201,"(32.5508218, -92.12318040000001)"
3069 Hwy 64 East,P O Box 807 Earle AR 72331 (Mailing),Wynne,AR,72396,3069 Hwy 64 East Wynne AR 72396,"(35.2489139, -90.7698269)"
77 Homestead Lane,,Poplarville,MS,39470,77 Homestead Lane Poplarville MS 39470,"(30.7738458, -89.4738854)"
476 Maxwell Road,,Ferriday,LA,71334,476 Maxwell Road Ferriday LA 71334,"(31.6889602, -91.4104077)"
18137 Aurelien Road,,Erath,LA,70533,18137 Aurelien Road Erath LA 70533,"(29.886288, -92.072799)"
138 EAST SHORE ROAD,,MONROE,LA,71203,138 EAST SHORE ROAD MONROE LA 71203,"(32.6278567, -92.0491163)"
202 EAST DAVENPORT,,MER ROUGE,LA,71261,202 EAST DAVENPORT MER ROUGE LA 71261,"(32.7746477, -91.7915651)"
869 Choctaw Rd,,Brinkley,AR,72021,869 Choctaw Rd Brinkley AR 72021,"(34.80107, -91.259767)"
75906 Threemile Road ,,Boardman ,OR,97818,75906 Threemile Road  Boardman  OR 97818,"(41.0242256, -80.6628528)"
14463 Black Ankle Road,,Mount Airy,MD,21771,14463 Black Ankle Road Mount Airy MD 21771,"(39.4588541, -77.1643562)"
257 Resort Rd.,,Holly Grove,AR,72069,257 Resort Rd. Holly Grove AR 72069,"(34.5057558, -91.1816721)"
#1 Lehfeldt Rd,,Lavina,MT,59046,#1 Lehfeldt Rd Lavina MT 59046,"(46.4014398, -108.952895)"
P. O. Box 10,,Onia,AR,72663,P. O. Box 10 Onia AR 72663,"(35.9189632, -92.3271013)"
31101 184th St. NE,,Regan,ND,58577,31101 184th St. NE Regan ND 58577,"(47.1490097, -100.4951663)"
327 R Road,,Palmer,NE,68864,327 R Road Palmer NE 68864,"(41.1766871, -98.2339192)"
10330 Daigle Road,,Welsh,LA,70591,10330 Daigle Road Welsh LA 70591,"(30.1838773, -92.87783379999999)"
2124 Edgehill Rd.,"Mailing: 3742 Blue Bird Canyon Road  Vista, CA  92084",Vista,CA,92084,2124 Edgehill Rd. Vista CA 92084,"(33.212381, -117.205399)"
1265 US Hwy 82 West,,Leesburg,GA,31763,1265 US Hwy 82 West Leesburg GA 31763,"(31.636151, -84.2456009)"
2590 Hwy 103,,Port Barre,LA,70577,2590 Hwy 103 Port Barre LA 70577,"(30.52452, -91.9783283)"
208 W Depot St,P.O. Box 263,Dorchester,NE,68343,208 W Depot St Dorchester NE 68343,"(40.6461429, -97.11511879999999)"
32940  100th Ave NW,"P.O. Box 193, Berthold, ND 58718, Ward County",Berthold,ND,58718,32940  100th Ave NW Berthold ND 58718,"(48.3417171, -101.9219449)"
11089 Hwy 200,,Killdeer,ND,58640,11089 Hwy 200 Killdeer ND 58640,"(47.3583739, -102.9030756)"
14 Eugley Hill Rd. ,,Nobleboro ,ME,4555,14 Eugley Hill Rd.  Nobleboro  ME 4555,"(44.1407247, -69.4476012)"
742 N 1200 W,742 N 1200 W,Blackfoot,ID,83221,742 N 1200 W Blackfoot ID 83221,"(43.305829, -112.5344554)"
160602 W Evans Road,"P.O. Box 249, Grandview, WA  98930",Grandview,WA,98930,160602 W Evans Road Grandview WA 98930,"(46.2875634, -119.8105933)"
1111 South 450 West,1111 South 450 West,Price ,UT,84501,1111 South 450 West Price  UT 84501,"(39.58431420000001, -110.8246281)"
619 Shepherds Lane,PO Box 479,Hotchkiss,CO,81419,619 Shepherds Lane Hotchkiss CO 81419,"(38.8036225, -107.7307519)"
11400 North 4130 West,"PO Box 175, Tremonton, UT, 84337",Tremonton,UT,84337,11400 North 4130 West Tremonton UT 84337,"(41.717088, -112.1168654)"
2226 Frazer Road North,,Lustre,MT,59225,2226 Frazer Road North Lustre MT 59225,"(48.3818399, -105.989056)"
11995 Rd Q NW ,,Quincy ,WA,98848,11995 Rd Q NW  Quincy  WA 98848,"(47.26268109999999, -119.8520671)"
914 Push Creek Rd,"PO Box 10, Custer, MT, 59024 (Mailing Address)",Pryor,MT,59066,914 Push Creek Rd Pryor MT 59066,"(45.3808681, -108.2509601)"
4517 E. CR 10 So. ,,Monte Vista,CO,81144,4517 E. CR 10 So.  Monte Vista CO 81144,"(37.4311498, -106.0665238)"
"402 E Yakima Ave, Suite 760","MAILING: P.O. Box 104  Yakima, WA  98907",Yakima,WA,98901,"402 E Yakima Ave, Suite 760 Yakima WA 98901","(46.6030959, -120.5009952)"
541 Indiana Ave ,,Rockford,IL,61102,541 Indiana Ave  Rockford IL 61102,"(42.2532819, -89.1053874)"
P.O. Box 8,,Carrizo Springs,TX,78834,P.O. Box 8 Carrizo Springs TX 78834,"(28.445237, -99.7633891)"
49911 N 503rd Ave,,Aguila,AZ,85320,49911 N 503rd Ave Aguila AZ 85320,"(33.942405, -113.1424458)"
P.O.Box 1203,6398 Hwy 287 W,Groveton,TX,75845,P.O.Box 1203 Groveton TX 75845,"(31.0553605, -95.1266751)"
3358 River Road ,,Windsor ,CA,95492,3358 River Road  Windsor  CA 95492,"(38.488482, -122.8073184)"
#6 Rodeo Road,P.O. Box 330,Towner,ND,58788,#6 Rodeo Road Towner ND 58788,"(48.3588188, -100.4023591)"
1619 By Pass Rd #275,,Winchester,KY,40391,1619 By Pass Rd #275 Winchester KY 40391,"(37.990079, -84.17965029999999)"
259036 E CR 44,,Cleo Springs,OK,73729,259036 E CR 44 Cleo Springs OK 73729,"(36.3831326, -98.3896853)"
782 Hwy 135,,Lake City,AR,72437,782 Hwy 135 Lake City AR 72437,"(35.83131400000001, -90.46242099999999)"
6808 CR 2400,"Mailing: P.O. Box 56, Bigfoot, TX 78005",Bigfoot,TX,78005,6808 CR 2400 Bigfoot TX 78005,"(29.0469112, -98.8666937)"
5475 Hwy 281,,Brinsmade,ND,58351,5475 Hwy 281 Brinsmade ND 58351,"(48.2058549, -99.28655859999999)"
100 Grand Cru Dr.,,Charlottesville,VA,22902,100 Grand Cru Dr. Charlottesville VA 22902,"(37.9474573, -78.4955252)"
345 Long Plain Rd,,Whately,MA,1093,345 Long Plain Rd Whately MA 1093,"(42.4579949, -72.610879)"
302 East Lamoreux Ave,,St. John,KS,67576,302 East Lamoreux Ave St. John KS 67576,"(37.9928927, -98.759002)"
1345 S. Fort Ave,,Springfield,MO,65807,1345 S. Fort Ave Springfield MO 65807,"(37.19054610000001, -93.3095577)"
1002 9TH AVE ,,Langdon ,ND,58249,1002 9TH AVE  Langdon  ND 58249,"(48.7608653, -98.3840132)"
10972 91st NE,,Langdon ,ND,58249,10972 91st NE Langdon  ND 58249,"(48.7303862, -98.2829921)"
3932 White Oak Hwy,,Rayne,LA,70578,3932 White Oak Hwy Rayne LA 70578,"(30.3341093, -92.3259178)"
4746 Hwy 135,,Mangham,LA,71259,4746 Hwy 135 Mangham LA 71259,"(32.249445, -91.86014999999999)"
28715 Co Rd 28,,Kit Carson,CO,80825,28715 Co Rd 28 Kit Carson CO 80825,"(38.6561386, -102.6580205)"
P.O. Box 74,,Weston,MO,64098,P.O. Box 74 Weston MO 64098,"(39.4111092, -94.9016298)"
PO Box 2337,,Granbury,TX,76048,PO Box 2337 Granbury TX 76048,"(32.4084693, -97.8068851)"
1487 Black Dirt Rd ,,Whitesburg ,GA,30185,1487 Black Dirt Rd  Whitesburg  GA 30185,"(33.5119983, -84.8531622)"
1611 39TH Ave NW,,Garrison,ND,58540,1611 39TH Ave NW Garrison ND 58540,"(47.6482717, -101.3786145)"
48 Rasco Lane ,,DeWitt,AR,72042,48 Rasco Lane  DeWitt AR 72042,"(34.3149497, -91.352406)"
2571 Kronner Rd,,Columbus,MI,48063,2571 Kronner Rd Columbus MI 48063,"(42.8228955, -82.7205938)"
PO Box 68 (mailing),835 Geary Lane,Helmville,MT,59843,PO Box 68 (mailing) Helmville MT 59843,"(46.8666032, -112.9611639)"
222 Thiele Rd,,Yoakum,TX,77995,222 Thiele Rd Yoakum TX 77995,"(29.3169075, -97.18110960000001)"
32 Popcorn Road,,Sunflower,MS,38778,32 Popcorn Road Sunflower MS 38778,"(33.5183081, -90.5818317)"
78 Grace Road,P.O. 646 Moorhead MS 38761,Inverness,MS,38753,78 Grace Road Inverness MS 38753,"(33.373704, -90.5186569)"
714 Highway 49 W,P.O. Box 328 Indianola MS 38751 ,Inverness,MS,38753,714 Highway 49 W Inverness MS 38753,"(32.2320034, -90.1615643)"
201 HIGHWAY 603,,TALLULAH,LA,71282,201 HIGHWAY 603 TALLULAH LA 71282,"(32.3472506, -91.19603800000002)"
1663 Hwy 1196,,Vick,LA,71331,1663 Hwy 1196 Vick LA 71331,"(31.23168609999999, -92.1152346)"
596 Blake Rd,PO Box 223,Newton Grove ,NC,28366,596 Blake Rd Newton Grove  NC 28366,"(35.2266997, -78.3226557)"
11265 FM 444 S,FIXED SIT FARM IS OWNED AND OPERATED BY FARMER,INEZ,TX,77968,11265 FM 444 S INEZ TX 77968,"(28.775682, -96.78094999999999)"
387 BRADLEY 68,,WARREN,AR,71671,387 BRADLEY 68 WARREN AR 71671,"(33.61057419999999, -92.0586636)"
3231 Hwy 259 N,,Palestine,AR,72372,3231 Hwy 259 N Palestine AR 72372,"(34.8836904, -90.9965785)"
"386 Nicholia Ranch Road, Note: no mail delivery","PO Box 51780, Idaho Falls, ID 83405",Leadore,ID,83464,"386 Nicholia Ranch Road, Note: no mail delivery Leadore ID 83464","(44.3596, -113.008022)"
309 Highway 82 West,,Indianola,MS,38751,309 Highway 82 West Indianola MS 38751,"(33.4577519, -90.65416169999999)"
787  State Hwy V,"1177 CO Hwy 707 New Madrid, MO 63869",New Madrid,MO,63869,787  State Hwy V New Madrid MO 63869,"(36.686796, -89.528206)"
3576 HWY 65 NORTH,,LAKE PROVIDENCE,LA,71254,3576 HWY 65 NORTH LAKE PROVIDENCE LA 71254,"(32.9097768, -91.2262315)"
399 CR 383,,Fredonia,TX,76842,399 CR 383 Fredonia TX 76842,"(30.9396101, -99.03908779999999)"
1079 Hwy 72,,Tilden,TX,78072,1079 Hwy 72 Tilden TX 78072,"(28.4602845, -98.4835792)"
705 S FM 2037,,Fort Stockton,TX,79735,705 S FM 2037 Fort Stockton TX 79735,"(30.781061, -102.72357)"
94-877 Kunia Road,,Kunia,HI,96759,94-877 Kunia Road Kunia HI 96759,"(21.4335648, -158.0568731)"
1015 AVERY STREET,,CLEVELAND,MS,38732,1015 AVERY STREET CLEVELAND MS 38732,"(33.7361277, -90.734923)"
47 Four Mile Rd ,,Inverness,MS,38753,47 Four Mile Rd  Inverness MS 38753,"(33.3293498, -90.585912)"
140 Imhoff Rd. ,,Tonasket,WA,98855,140 Imhoff Rd.  Tonasket WA 98855,"(48.7683039, -119.4312907)"
28734 344th Ave,,Burke,SD,57523,28734 344th Ave Burke SD 57523,"(43.2377864, -99.29195360000001)"
13536 Ventress Road,,Ventress,LA,70783,13536 Ventress Road Ventress LA 70783,"(30.671125, -91.38542799999999)"
660 31st St. N,PO Box 40 mailing,Havre,MT,59501,660 31st St. N Havre MT 59501,"(48.5789751, -109.6608841)"
29955 Richardson Drive,P O Box 807 Springfield LA 70462 (Mailing),Holden,LA,70744,29955 Richardson Drive Holden LA 70744,"(30.431756, -90.584535)"
5525 99th Avenue NE ,,Brocket ,ND,58321,5525 99th Avenue NE  Brocket  ND 58321,"(48.213831, -98.488433)"
182 Smith Loop Rd,,Tillar,AR,71670,182 Smith Loop Rd Tillar AR 71670,"(33.703089, -91.448515)"
1700 White Pine Canyon Road,"1700 White Pine Canyon Road, Park City UT 84060 (Mailing Add",Park City,UT,84060,1700 White Pine Canyon Road Park City UT 84060,"(40.6836902, -111.5441751)"
241 Frank Hutcheson Rd,,Adrian,GA,31002,241 Frank Hutcheson Rd Adrian GA 31002,"(32.6087418, -82.4873822)"
10950 318 Ave NE,,Wilton,ND,58579,10950 318 Ave NE Wilton ND 58579,"(47.1571071, -100.6166691)"
1708 North 2250 East,1708 North 2250 East,Hamer,ID,83425,1708 North 2250 East Hamer ID 83425,"(43.873706, -112.241741)"
8060 116th Ave SE,,Crete,ND,58040,8060 116th Ave SE Crete ND 58040,"(46.2446639, -97.96666880000001)"
304 Edgewood Circle,"P.O. Box 1008, Tallulah, LA 71284, Madison Parish (Mailing)",Madison,MS,39110,304 Edgewood Circle Madison MS 39110,"(32.5212932, -90.16958079999999)"
21403 HWY 62-180,21403 HWY 62-180,El Paso,TX,79938,21403 HWY 62-180 El Paso TX 79938,"(31.8299455, -105.9483625)"
25 94th Ave SE,,Sutton,ND,58484,25 94th Ave SE Sutton ND 58484,"(47.41022840000001, -98.54255450000001)"
2875 94th Ave SW,,Taylor,ND,58656,2875 94th Ave SW Taylor ND 58656,"(46.9812084, -102.4350473)"
811 S FM 2023,"PO Box 869, Ft. Stockton, TX, 79735",Ft. Stockton,TX,79735,811 S FM 2023 Ft. Stockton TX 79735,"(30.8940431, -102.8793222)"
